ageband,year,pop,rate,ratelow,rateupp,deaths,people,percent
45-49,1964,Female Non-Maori,1.47,0,4.34,1,68150,1.47e-05
50-54,1964,Female Non-Maori,4.61,0,9.83,3,65050,4.61e-05
55-59,1964,Female Non-Maori,12.52,3.25,21.8,7,55910,0.000125201
60-64,1964,Female Non-Maori,16.97,5.21,28.74,8,47130,0.000169743
65-69,1964,Female Non-Maori,32.41,14.79,50.03,13,40110,0.000324109
70-74,1964,Female Non-Maori,75.57,45.95,105.2,25,33080,0.000755744
75-79,1964,Female Non-Maori,107.74,67.1,148.38,27,25060,0.001077414
80+,1964,Female Non-Maori,131.06,84.16,177.96,30,22890,0.001310616
Total,1965,Female Non-Maori,8.32,6.81,9.82,119,1216830,9.78e-05
00-04,1965,Female Non-Maori,0,0,0,0,132660,0
05-09,1965,Female Non-Maori,0,0,0,0,126830,0
10-14,1965,Female Non-Maori,0,0,0,0,114550,0
15-19,1965,Female Non-Maori,0,0,0,0,107120,0
20-24,1965,Female Non-Maori,0,0,0,0,83170,0
25-29,1965,Female Non-Maori,0,0,0,0,72060,0
30-34,1965,Female Non-Maori,0,0,0,0,67890,0
35-39,1965,Female Non-Maori,2.72,0,6.5,2,73400,2.72e-05
40-44,1965,Female Non-Maori,3.99,0,8.52,3,75100,3.99e-05
45-49,1965,Female Non-Maori,4.35,0,9.28,3,68910,4.35e-05
50-54,1965,Female Non-Maori,6.05,0.12,11.97,4,66170,6.05e-05
55-59,1965,Female Non-Maori,15.66,5.43,25.9,9,57460,0.000156631
60-64,1965,Female Non-Maori,24.9,10.81,38.99,12,48190,0.000249014
65-69,1965,Female Non-Maori,41.45,21.75,61.16,17,41010,0.000414533
70-74,1965,Female Non-Maori,50.66,26.58,74.74,17,33560,0.000506555
75-79,1965,Female Non-Maori,80.45,45.19,115.71,20,24860,0.000804505
80+,1965,Female Non-Maori,133.95,87.54,180.36,32,23890,0.001339473
Total,1966,Female Non-Maori,7.61,6.19,9.02,112,1236970,9.05e-05
00-04,1966,Female Non-Maori,0,0,0,0,130020,0
05-09,1966,Female Non-Maori,0,0,0,0,130190,0
10-14,1966,Female Non-Maori,0,0,0,0,116980,0
15-19,1966,Female Non-Maori,0,0,0,0,109530,0
20-24,1966,Female Non-Maori,0,0,0,0,87020,0
25-29,1966,Female Non-Maori,0,0,0,0,76110,0
30-34,1966,Female Non-Maori,0,0,0,0,67320,0
35-39,1966,Female Non-Maori,1.36,0,4.03,1,73360,1.36e-05
40-44,1966,Female Non-Maori,3.33,0,7.47,2,74980,3.33e-05
45-49,1966,Female Non-Maori,3.56,0,7.96,2,70300,3.56e-05
50-54,1966,Female Non-Maori,5.21,0,10.67,4,67140,5.21e-05
55-59,1966,Female Non-Maori,14.42,4.73,24.11,8,58950,0.00014419
60-64,1966,Female Non-Maori,22.32,9.13,35.51,11,49290,0.000223169
65-69,1966,Female Non-Maori,37.94,19.35,56.53,16,42170,0.000379417
70-74,1966,Female Non-Maori,45.99,23.1,68.89,16,33700,0.000459941
75-79,1966,Female Non-Maori,75.7,41.66,109.73,19,25100,0.000756972
80+,1966,Female Non-Maori,131,85.96,176.03,32,24810,0.001309956
Total,1967,Female Non-Maori,6.92,5.59,8.25,105,1258190,8.35e-05
00-04,1967,Female Non-Maori,0,0,0,0,128200,0
05-09,1967,Female Non-Maori,0,0,0,0,133560,0
10-14,1967,Female Non-Maori,0,0,0,0,119900,0
15-19,1967,Female Non-Maori,0,0,0,0,110540,0
20-24,1967,Female Non-Maori,0,0,0,0,91940,0
25-29,1967,Female Non-Maori,0,0,0,0,79490,0
30-34,1967,Female Non-Maori,0,0,0,0,67960,0
35-39,1967,Female Non-Maori,0,0,0,0,72500,0
40-44,1967,Female Non-Maori,2.66,0,6.36,2,75080,2.66e-05
45-49,1967,Female Non-Maori,2.8,0,6.68,2,71470,2.8e-05
50-54,1967,Female Non-Maori,4.41,0,9.4,3,68050,4.41e-05
55-59,1967,Female Non-Maori,13.24,4.07,22.42,8,60420,0.000132406
60-64,1967,Female Non-Maori,19.64,7.47,31.81,10,50920,0.000196386
65-69,1967,Female Non-Maori,34.97,17.27,52.66,15,42900,0.00034965
70-74,1967,Female Non-Maori,40.95,19.5,62.4,14,34190,0.000409476
75-79,1967,Female Non-Maori,70.26,37.8,102.71,18,25620,0.000702576
80+,1967,Female Non-Maori,129.67,85.42,173.91,33,25450,0.00129666
Total,1968,Female Non-Maori,7.4,6.02,8.78,112,1271430,8.81e-05
00-04,1968,Female Non-Maori,0,0,0,0,126440,0
05-09,1968,Female Non-Maori,0,0,0,0,134910,0
10-14,1968,Female Non-Maori,0,0,0,0,122400,0
15-19,1968,Female Non-Maori,0,0,0,0,110770,0
20-24,1968,Female Non-Maori,0,0,0,0,96050,0
25-29,1968,Female Non-Maori,0,0,0,0,80970,0
30-34,1968,Female Non-Maori,0,0,0,0,68850,0
35-39,1968,Female Non-Maori,2.8,0,6.69,2,71310,2.8e-05
40-44,1968,Female Non-Maori,1.34,0,3.97,1,74530,1.34e-05
45-49,1968,Female Non-Maori,4.12,0,8.79,3,72780,4.12e-05
50-54,1968,Female Non-Maori,10.33,2.68,17.98,7,67790,0.00010326
55-59,1968,Female Non-Maori,16.16,6.14,26.17,10,61900,0.000161551
60-64,1968,Female Non-Maori,19.03,7.24,30.83,10,52540,0.000190331
65-69,1968,Female Non-Maori,27.41,11.9,42.92,12,43780,0.000274098
70-74,1968,Female Non-Maori,57.82,32.48,83.16,20,34590,0.000578202
75-79,1968,Female Non-Maori,81.11,46.42,115.8,21,25890,0.000811124
80+,1968,Female Non-Maori,100.27,61.73,138.81,26,25930,0.0010027
Total,1969,Female Non-Maori,7.13,5.77,8.49,108,1284210,8.41e-05
00-04,1969,Female Non-Maori,0,0,0,0,126040,0
05-09,1969,Female Non-Maori,0,0,0,0,134340,0
10-14,1969,Female Non-Maori,0,0,0,0,124920,0
15-19,1969,Female Non-Maori,0,0,0,0,111900,0
20-24,1969,Female Non-Maori,0,0,0,0,99510,0
25-29,1969,Female Non-Maori,1.22,0,3.6,1,82250,1.22e-05
30-34,1969,Female Non-Maori,0,0,0,0,70360,0
35-39,1969,Female Non-Maori,2.86,0,6.82,2,69930,2.86e-05
40-44,1969,Female Non-Maori,6.77,0.84,12.7,5,73890,6.77e-05
45-49,1969,Female Non-Maori,4.06,0,8.64,3,73980,4.06e-05
50-54,1969,Female Non-Maori,8.9,1.78,16.02,6,67420,8.9e-05
55-59,1969,Female Non-Maori,11.05,2.86,19.24,7,63350,0.000110497
60-64,1969,Female Non-Maori,18.45,7.02,29.89,10,54190,0.000184536
65-69,1969,Female Non-Maori,29.18,13.32,45.04,13,44550,0.000291807
70-74,1969,Female Non-Maori,25.53,8.85,42.21,9,35250,0.000255319
75-79,1969,Female Non-Maori,103.97,64.75,143.18,27,25970,0.001039661
80+,1969,Female Non-Maori,94.84,57.66,132.02,25,26360,0.000948407
Total,1970,Female Non-Maori,6.83,5.5,8.16,104,1300290,8e-05
00-04,1970,Female Non-Maori,0,0,0,0,126980,0
05-09,1970,Female Non-Maori,0,0,0,0,132270,0
10-14,1970,Female Non-Maori,0,0,0,0,127680,0
15-19,1970,Female Non-Maori,0,0,0,0,114330,0
20-24,1970,Female Non-Maori,0,0,0,0,102830,0
25-29,1970,Female Non-Maori,0,0,0,0,83720,0
30-34,1970,Female Non-Maori,1.37,0,4.04,1,73250,1.37e-05
35-39,1970,Female Non-Maori,1.46,0,4.32,1,68450,1.46e-05
40-44,1970,Female Non-Maori,9.5,2.46,16.54,7,73670,9.5e-05
45-49,1970,Female Non-Maori,5.38,0.11,10.66,4,74300,5.38e-05
50-54,1970,Female Non-Maori,8.84,1.77,15.91,6,67870,8.84e-05
55-59,1970,Female Non-Maori,7.76,0.96,14.56,5,64420,7.76e-05
60-64,1970,Female Non-Maori,16.14,5.6,26.69,9,55750,0.000161435
65-69,1970,Female Non-Maori,28.76,13.13,44.4,13,45200,0.000287611
70-74,1970,Female Non-Maori,46.75,24.53,68.98,17,36360,0.000467547
75-79,1970,Female Non-Maori,72.3,39.79,104.81,19,26280,0.000722983
80+,1970,Female Non-Maori,81.69,47.56,115.83,22,26930,0.000816933
Total,1971,Female Non-Maori,7.43,6.07,8.78,118,1319870,8.94e-05
00-04,1971,Female Non-Maori,0,0,0,0,127800,0
05-09,1971,Female Non-Maori,0,0,0,0,130420,0
10-14,1971,Female Non-Maori,0,0,0,0,131030,0
15-19,1971,Female Non-Maori,0,0,0,0,116510,0
20-24,1971,Female Non-Maori,0,0,0,0,105620,0
25-29,1971,Female Non-Maori,1.15,0,3.42,1,86600,1.15e-05
30-34,1971,Female Non-Maori,0,0,0,0,77120,0
35-39,1971,Female Non-Maori,1.47,0,4.35,1,68010,1.47e-05
40-44,1971,Female Non-Maori,6.81,0.84,12.79,5,73380,6.81e-05
45-49,1971,Female Non-Maori,5.4,0.11,10.7,4,74040,5.4e-05
50-54,1971,Female Non-Maori,2.9,0,6.92,2,68960,2.9e-05
55-59,1971,Female Non-Maori,9.21,1.84,16.58,6,65160,9.21e-05
60-64,1971,Female Non-Maori,21.03,9.13,32.94,12,57050,0.000210342
65-69,1971,Female Non-Maori,40.67,22.38,58.95,19,46720,0.000406678
70-74,1971,Female Non-Maori,56.74,32.47,81.01,21,37010,0.000567414
75-79,1971,Female Non-Maori,82.68,48.13,117.22,22,26610,0.000826757
80+,1971,Female Non-Maori,89.83,54.62,125.04,25,27830,0.000898311
Total,1972,Female Non-Maori,8.72,7.27,10.17,142,1342390,0.000105781
00-04,1972,Female Non-Maori,0,0,0,0,129070,0
05-09,1972,Female Non-Maori,0,0,0,0,129080,0
10-14,1972,Female Non-Maori,0,0,0,0,134290,0
15-19,1972,Female Non-Maori,0,0,0,0,118840,0
20-24,1972,Female Non-Maori,0,0,0,0,107320,0
25-29,1972,Female Non-Maori,2.17,0,5.18,2,92180,2.17e-05
30-34,1972,Female Non-Maori,0,0,0,0,80820,0
35-39,1972,Female Non-Maori,1.46,0,4.31,1,68620,1.46e-05
40-44,1972,Female Non-Maori,4.12,0,8.78,3,72860,4.12e-05
45-49,1972,Female Non-Maori,4.08,0,8.7,3,73490,4.08e-05
50-54,1972,Female Non-Maori,5.68,0.11,11.25,4,70410,5.68e-05
55-59,1972,Female Non-Maori,21.39,10.18,32.59,14,65460,0.000213871
60-64,1972,Female Non-Maori,20.49,8.9,32.08,12,58570,0.000204883
65-69,1972,Female Non-Maori,45.4,26.43,64.37,22,48460,0.000453983
70-74,1972,Female Non-Maori,60.96,36.05,85.87,23,37730,0.000609594
75-79,1972,Female Non-Maori,74.74,41.98,107.49,20,26760,0.000747384
80+,1972,Female Non-Maori,133.66,91.16,176.16,38,28430,0.001336616
Total,1973,Female Non-Maori,8.56,7.14,9.98,143,1369550,0.000104414
00-04,1973,Female Non-Maori,0,0,0,0,130840,0
05-09,1973,Female Non-Maori,0,0,0,0,128460,0
10-14,1973,Female Non-Maori,0,0,0,0,136630,0
15-19,1973,Female Non-Maori,0,0,0,0,122420,0
20-24,1973,Female Non-Maori,0,0,0,0,108810,0
25-29,1973,Female Non-Maori,1.01,0,2.98,1,99410,1.01e-05
30-34,1973,Female Non-Maori,2.37,0,5.66,2,84300,2.37e-05
35-39,1973,Female Non-Maori,2.85,0,6.8,2,70180,2.85e-05
40-44,1973,Female Non-Maori,4.16,0,8.86,3,72150,4.16e-05
45-49,1973,Female Non-Maori,2.72,0,6.5,2,73420,2.72e-05
50-54,1973,Female Non-Maori,6.93,0.86,13,5,72150,6.93e-05
55-59,1973,Female Non-Maori,9.16,1.83,16.49,6,65510,9.16e-05
60-64,1973,Female Non-Maori,23.26,11.07,35.44,14,60200,0.000232558
65-69,1973,Female Non-Maori,27.94,13.3,42.57,14,50110,0.000279385
70-74,1973,Female Non-Maori,69.34,43.18,95.49,27,38940,0.000693374
75-79,1973,Female Non-Maori,88.11,52.86,123.36,24,27240,0.000881057
80+,1973,Female Non-Maori,149.41,104.75,194.07,43,28780,0.001494093
Total,1974,Female Non-Maori,8.34,6.96,9.72,144,1399670,0.000102881
00-04,1974,Female Non-Maori,0,0,0,0,131710,0
05-09,1974,Female Non-Maori,0,0,0,0,129560,0
10-14,1974,Female Non-Maori,0,0,0,0,137890,0
15-19,1974,Female Non-Maori,0,0,0,0,126290,0
20-24,1974,Female Non-Maori,0.9,0,2.65,1,111540,8.97e-06
25-29,1974,Female Non-Maori,0,0,0,0,106540,0
30-34,1974,Female Non-Maori,1.13,0,3.36,1,88110,1.13e-05
35-39,1974,Female Non-Maori,1.37,0,4.06,1,72930,1.37e-05
40-44,1974,Female Non-Maori,2.78,0,6.64,2,71830,2.78e-05
45-49,1974,Female Non-Maori,5.44,0.11,10.77,4,73540,5.44e-05
50-54,1974,Female Non-Maori,2.7,0,6.45,2,73960,2.7e-05
55-59,1974,Female Non-Maori,10.72,2.78,18.67,7,65270,0.000107247
60-64,1974,Female Non-Maori,21.03,9.6,32.46,13,61820,0.000210288
65-69,1974,Female Non-Maori,34.94,18.8,51.09,18,51510,0.000349447
70-74,1974,Female Non-Maori,57.23,33.84,80.62,23,40190,0.000572282
75-79,1974,Female Non-Maori,104.2,66.28,142.13,29,27830,0.001042041
80+,1974,Female Non-Maori,147.51,103.42,191.6,43,29150,0.001475129
Total,1975,Female Non-Maori,6.96,5.72,8.2,122,1426440,8.55e-05
00-04,1975,Female Non-Maori,0,0,0,0,129800,0
05-09,1975,Female Non-Maori,0,0,0,0,131780,0
10-14,1975,Female Non-Maori,0,0,0,0,137870,0
15-19,1975,Female Non-Maori,0,0,0,0,129230,0
20-24,1975,Female Non-Maori,0,0,0,0,115360,0
25-29,1975,Female Non-Maori,0.89,0,2.64,1,112220,8.91e-06
30-34,1975,Female Non-Maori,2.2,0,5.25,2,90910,2.2e-05
35-39,1975,Female Non-Maori,0,0,0,0,77110,0
40-44,1975,Female Non-Maori,0,0,0,0,70940,0
45-49,1975,Female Non-Maori,4.07,0,8.68,3,73660,4.07e-05
50-54,1975,Female Non-Maori,6.71,0.83,12.58,5,74560,6.71e-05
55-59,1975,Female Non-Maori,9.05,1.81,16.29,6,66310,9.05e-05
60-64,1975,Female Non-Maori,22.1,10.52,33.68,14,63350,0.000220994
65-69,1975,Female Non-Maori,37.4,21.01,53.79,20,53480,0.000373972
70-74,1975,Female Non-Maori,51.18,29.29,73.07,21,41030,0.000511821
75-79,1975,Female Non-Maori,66.27,36.47,96.07,19,28670,0.000662714
80+,1975,Female Non-Maori,106.1,69.34,142.86,32,30160,0.001061008
Total,1976,Female Non-Maori,7.94,6.62,9.27,142,1440100,9.86e-05
00-04,1976,Female Non-Maori,0,0,0,0,125910,0
05-09,1976,Female Non-Maori,0,0,0,0,134270,0
10-14,1976,Female Non-Maori,0,0,0,0,136870,0
15-19,1976,Female Non-Maori,0,0,0,0,132900,0
20-24,1976,Female Non-Maori,0,0,0,0,116180,0
25-29,1976,Female Non-Maori,0,0,0,0,113830,0
30-34,1976,Female Non-Maori,1.08,0,3.18,1,92990,1.08e-05
35-39,1976,Female Non-Maori,1.22,0,3.62,1,81710,1.22e-05
40-44,1976,Female Non-Maori,2.87,0,6.84,2,69780,2.87e-05
45-49,1976,Female Non-Maori,2.72,0,6.5,2,73420,2.72e-05
50-54,1976,Female Non-Maori,8.14,1.63,14.66,6,73690,8.14e-05
55-59,1976,Female Non-Maori,22.21,10.97,33.45,15,67530,0.000222124
60-64,1976,Female Non-Maori,15.75,5.99,25.51,10,63490,0.000157505
65-69,1976,Female Non-Maori,23.66,10.8,36.53,13,54940,0.000236622
70-74,1976,Female Non-Maori,72.31,46.43,98.18,30,41490,0.000723066
75-79,1976,Female Non-Maori,77.65,45.92,109.38,23,29620,0.000776502
80+,1976,Female Non-Maori,123.97,85.06,162.87,39,31460,0.001239669
Total,1977,Female Non-Maori,8.24,6.92,9.57,153,1444300,0.000105934
00-04,1977,Female Non-Maori,0,0,0,0,121350,0
05-09,1977,Female Non-Maori,0,0,0,0,134920,0
10-14,1977,Female Non-Maori,0,0,0,0,133620,0
15-19,1977,Female Non-Maori,0,0,0,0,135460,0
20-24,1977,Female Non-Maori,0,0,0,0,115210,0
25-29,1977,Female Non-Maori,0,0,0,0,113090,0
30-34,1977,Female Non-Maori,1.03,0,3.06,1,96720,1.03e-05
35-39,1977,Female Non-Maori,0,0,0,0,84650,0
40-44,1977,Female Non-Maori,1.43,0,4.23,1,70050,1.43e-05
45-49,1977,Female Non-Maori,8.3,1.66,14.94,6,72310,8.3e-05
50-54,1977,Female Non-Maori,2.71,0,6.47,2,73700,2.71e-05
55-59,1977,Female Non-Maori,14.58,5.54,23.62,10,68580,0.000145815
60-64,1977,Female Non-Maori,25.22,12.86,37.58,16,63440,0.000252207
65-69,1977,Female Non-Maori,26.83,13.25,40.41,15,55910,0.000268288
70-74,1977,Female Non-Maori,55.93,33.55,78.31,24,42910,0.00055931
75-79,1977,Female Non-Maori,66.03,37.09,94.97,20,30290,0.000660284
80+,1977,Female Non-Maori,181.02,134.44,227.61,58,32040,0.001810237
Total,1978,Female Non-Maori,6.78,5.58,7.97,126,1443100,8.73e-05
00-04,1978,Female Non-Maori,0,0,0,0,116650,0
05-09,1978,Female Non-Maori,0,0,0,0,133660,0
10-14,1978,Female Non-Maori,0,0,0,0,130910,0
15-19,1978,Female Non-Maori,0,0,0,0,136580,0
20-24,1978,Female Non-Maori,0,0,0,0,114960,0
25-29,1978,Female Non-Maori,0,0,0,0,111050,0
30-34,1978,Female Non-Maori,0,0,0,0,101940,0
35-39,1978,Female Non-Maori,0,0,0,0,85780,0
40-44,1978,Female Non-Maori,1.41,0,4.16,1,71130,1.41e-05
45-49,1978,Female Non-Maori,5.65,0.11,11.19,4,70790,5.65e-05
50-54,1978,Female Non-Maori,9.52,2.47,16.57,7,73540,9.52e-05
55-59,1978,Female Non-Maori,8.64,1.73,15.56,6,69410,8.64e-05
60-64,1978,Female Non-Maori,16.04,6.1,25.98,10,62360,0.000160359
65-69,1978,Female Non-Maori,19.48,7.97,30.99,11,56480,0.000194759
70-74,1978,Female Non-Maori,52.1,30.8,73.39,23,44150,0.000520951
75-79,1978,Female Non-Maori,77.1,46.25,107.94,24,31130,0.00077096
80+,1978,Female Non-Maori,125.96,87.4,164.52,41,32550,0.001259601
Total,1979,Female Non-Maori,7.18,5.94,8.43,134,1439600,9.31e-05
00-04,1979,Female Non-Maori,0,0,0,0,112950,0
05-09,1979,Female Non-Maori,0,0,0,0,130790,0
10-14,1979,Female Non-Maori,0,0,0,0,129370,0
15-19,1979,Female Non-Maori,0,0,0,0,135480,0
20-24,1979,Female Non-Maori,0,0,0,0,115180,0
25-29,1979,Female Non-Maori,0,0,0,0,109090,0
30-34,1979,Female Non-Maori,0,0,0,0,106670,0
35-39,1979,Female Non-Maori,5.8,0.72,10.89,5,86160,5.8e-05
40-44,1979,Female Non-Maori,2.74,0,6.53,2,73060,2.74e-05
45-49,1979,Female Non-Maori,4.37,0,9.32,3,68610,4.37e-05
50-54,1979,Female Non-Maori,9.58,2.48,16.68,7,73040,9.58e-05
55-59,1979,Female Non-Maori,4.3,0,9.17,3,69720,4.3e-05
60-64,1979,Female Non-Maori,21.24,9.69,32.78,13,61210,0.000212384
65-69,1979,Female Non-Maori,29.78,15.62,43.93,17,57090,0.000297775
70-74,1979,Female Non-Maori,32.94,16.27,49.61,15,45540,0.000329381
75-79,1979,Female Non-Maori,96.54,62.56,130.53,31,32110,0.000965431
80+,1979,Female Non-Maori,113.43,77.37,149.5,38,33500,0.001134328
Total,1980,Female Non-Maori,7,5.78,8.22,132,1442200,9.15e-05
00-04,1980,Female Non-Maori,0,0,0,0,110920,0
05-09,1980,Female Non-Maori,0,0,0,0,126320,0
10-14,1980,Female Non-Maori,0,0,0,0,129120,0
15-19,1980,Female Non-Maori,0,0,0,0,134610,0
20-24,1980,Female Non-Maori,0,0,0,0,116480,0
25-29,1980,Female Non-Maori,0,0,0,0,108440,0
30-34,1980,Female Non-Maori,1.82,0,4.33,2,110160,1.82e-05
35-39,1980,Female Non-Maori,2.29,0,5.47,2,87230,2.29e-05
40-44,1980,Female Non-Maori,1.31,0,3.87,1,76570,1.31e-05
45-49,1980,Female Non-Maori,8.96,1.79,16.13,6,66960,8.96e-05
50-54,1980,Female Non-Maori,8.3,1.66,14.93,6,72330,8.3e-05
55-59,1980,Female Non-Maori,4.3,0,9.16,3,69830,4.3e-05
60-64,1980,Female Non-Maori,16.24,6.17,26.3,10,61580,0.00016239
65-69,1980,Female Non-Maori,43.48,26.43,60.52,25,57500,0.000434783
70-74,1980,Female Non-Maori,55.25,34.01,76.49,26,47060,0.000552486
75-79,1980,Female Non-Maori,64.58,36.96,92.2,21,32520,0.000645756
80+,1980,Female Non-Maori,86.71,55.68,117.73,30,34600,0.000867052
Total,1981,Female Non-Maori,7.44,6.21,8.67,148,1447900,0.000102217
00-04,1981,Female Non-Maori,0,0,0,0,106120,0
05-09,1981,Female Non-Maori,0,0,0,0,121960,0
10-14,1981,Female Non-Maori,0,0,0,0,130250,0
15-19,1981,Female Non-Maori,0,0,0,0,131550,0
20-24,1981,Female Non-Maori,0,0,0,0,119330,0
25-29,1981,Female Non-Maori,0.91,0,2.68,1,110390,9.06e-06
30-34,1981,Female Non-Maori,0.9,0,2.68,1,110550,9.05e-06
35-39,1981,Female Non-Maori,1.11,0,3.3,1,89790,1.11e-05
40-44,1981,Female Non-Maori,0,0,0,0,78820,0
45-49,1981,Female Non-Maori,7.46,0.92,14.01,5,66980,7.46e-05
50-54,1981,Female Non-Maori,7.09,0.87,13.3,5,70550,7.09e-05
55-59,1981,Female Non-Maori,9.98,2.59,17.37,7,70140,9.98e-05
60-64,1981,Female Non-Maori,21.67,10.32,33.01,14,64620,0.000216651
65-69,1981,Female Non-Maori,28.89,15.15,42.62,17,58850,0.00028887
70-74,1981,Female Non-Maori,48.12,28.45,67.78,23,47800,0.000481172
75-79,1981,Female Non-Maori,85.72,54.52,116.92,29,33830,0.000857227
80+,1981,Female Non-Maori,123.63,87.51,159.75,45,36400,0.001236264
Total,1982,Female Non-Maori,8.23,6.95,9.51,169,1460400,0.000115722
00-04,1982,Female Non-Maori,0,0,0,0,105030,0
05-09,1982,Female Non-Maori,0,0,0,0,117580,0
10-14,1982,Female Non-Maori,0,0,0,0,130840,0
15-19,1982,Female Non-Maori,0,0,0,0,129520,0
20-24,1982,Female Non-Maori,0,0,0,0,123180,0
25-29,1982,Female Non-Maori,0.89,0,2.62,1,112870,8.86e-06
30-34,1982,Female Non-Maori,1.8,0,4.3,2,110860,1.8e-05
35-39,1982,Female Non-Maori,1.05,0,3.11,1,95150,1.05e-05
40-44,1982,Female Non-Maori,4.89,0.1,9.68,4,81840,4.89e-05
45-49,1982,Female Non-Maori,4.46,0,9.5,3,67290,4.46e-05
50-54,1982,Female Non-Maori,8.67,1.73,15.6,6,69230,8.67e-05
55-59,1982,Female Non-Maori,8.54,1.71,15.38,6,70250,8.54e-05
60-64,1982,Female Non-Maori,13.72,4.76,22.68,9,65610,0.000137174
65-69,1982,Female Non-Maori,35.36,20.24,50.48,21,59390,0.000353595
70-74,1982,Female Non-Maori,69.67,46.25,93.09,34,48800,0.000696721
75-79,1982,Female Non-Maori,62.31,36.27,88.34,22,35310,0.000623053
80+,1982,Female Non-Maori,159.62,119.23,200.01,60,37590,0.001596169
Total,1983,Female Non-Maori,7.2,5.99,8.4,146,1479500,9.87e-05
00-04,1983,Female Non-Maori,0,0,0,0,105630,0
05-09,1983,Female Non-Maori,0,0,0,0,113410,0
10-14,1983,Female Non-Maori,0,0,0,0,131610,0
15-19,1983,Female Non-Maori,0,0,0,0,128850,0
20-24,1983,Female Non-Maori,0.79,0,2.33,1,126770,7.89e-06
25-29,1983,Female Non-Maori,0,0,0,0,116720,0
30-34,1983,Female Non-Maori,0.89,0,2.63,1,112390,8.9e-06
35-39,1983,Female Non-Maori,1.97,0,4.69,2,101760,1.97e-05
40-44,1983,Female Non-Maori,2.37,0,5.66,2,84280,2.37e-05
45-49,1983,Female Non-Maori,7.29,0.9,13.69,5,68550,7.29e-05
50-54,1983,Female Non-Maori,8.73,1.75,15.72,6,68690,8.73e-05
55-59,1983,Female Non-Maori,12.92,4.48,21.36,9,69670,0.00012918
60-64,1983,Female Non-Maori,17.91,7.78,28.05,12,66990,0.000179131
65-69,1983,Female Non-Maori,23.75,11.31,36.2,14,58940,0.00023753
70-74,1983,Female Non-Maori,50.06,30.44,69.68,25,49940,0.000500601
75-79,1983,Female Non-Maori,76.54,48.19,104.9,28,36580,0.000765446
80+,1983,Female Non-Maori,105.89,73.48,138.3,41,38720,0.001058884
Total,1984,Female Non-Maori,6.34,5.22,7.46,131,1495200,8.76e-05
00-04,1984,Female Non-Maori,0,0,0,0,106480,0
05-09,1984,Female Non-Maori,0,0,0,0,110230,0
10-14,1984,Female Non-Maori,0,0,0,0,131170,0
15-19,1984,Female Non-Maori,0,0,0,0,128950,0
20-24,1984,Female Non-Maori,0,0,0,0,128300,0
25-29,1984,Female Non-Maori,0,0,0,0,118660,0
30-34,1984,Female Non-Maori,0,0,0,0,113900,0
35-39,1984,Female Non-Maori,0.93,0,2.76,1,107370,9.31e-06
40-44,1984,Female Non-Maori,3.47,0,7.4,3,86460,3.47e-05
45-49,1984,Female Non-Maori,1.41,0,4.18,1,70870,1.41e-05
50-54,1984,Female Non-Maori,13.31,4.61,22,9,67640,0.000133057
55-59,1984,Female Non-Maori,11.57,3.55,19.59,8,69150,0.000115691
60-64,1984,Female Non-Maori,17.55,7.62,27.48,12,68370,0.000175516
65-69,1984,Female Non-Maori,32.47,17.87,47.07,19,58520,0.000324675
70-74,1984,Female Non-Maori,27.4,13.05,41.75,14,51100,0.000273973
75-79,1984,Female Non-Maori,66.38,40.36,92.41,25,37660,0.000663834
80+,1984,Female Non-Maori,96.82,66.43,127.21,39,40280,0.000968222
Total,1985,Female Non-Maori,7.06,5.92,8.19,157,1504700,0.00010434
00-04,1985,Female Non-Maori,0,0,0,0,107360,0
05-09,1985,Female Non-Maori,0,0,0,0,108020,0
10-14,1985,Female Non-Maori,0,0,0,0,128500,0
15-19,1985,Female Non-Maori,0,0,0,0,129610,0
20-24,1985,Female Non-Maori,0,0,0,0,126340,0
25-29,1985,Female Non-Maori,0.83,0,2.47,1,119850,8.34e-06
30-34,1985,Female Non-Maori,0.86,0,2.55,1,116100,8.61e-06
35-39,1985,Female Non-Maori,0.9,0,2.68,1,110540,9.05e-06
40-44,1985,Female Non-Maori,2.27,0,5.43,2,87920,2.27e-05
45-49,1985,Female Non-Maori,2.7,0,6.44,2,74090,2.7e-05
50-54,1985,Female Non-Maori,4.52,0,9.63,3,66420,4.52e-05
55-59,1985,Female Non-Maori,8.71,1.74,15.67,6,68910,8.71e-05
60-64,1985,Female Non-Maori,17.31,7.52,27.1,12,69330,0.000173085
65-69,1985,Female Non-Maori,37.11,21.6,52.61,22,59290,0.000371058
70-74,1985,Female Non-Maori,53.91,33.94,73.88,28,51940,0.000539084
75-79,1985,Female Non-Maori,75.21,47.83,102.58,29,38560,0.000752075
80+,1985,Female Non-Maori,118.96,85.99,151.94,50,42030,0.001189626
Total,1986,Female Non-Maori,4.38,3.52,5.24,104,1506200,6.9e-05
00-04,1986,Female Non-Maori,0,0,0,0,106270,0
05-09,1986,Female Non-Maori,0,0,0,0,108010,0
10-14,1986,Female Non-Maori,0,0,0,0,124290,0
15-19,1986,Female Non-Maori,0,0,0,0,130090,0
20-24,1986,Female Non-Maori,0,0,0,0,122020,0
25-29,1986,Female Non-Maori,0,0,0,0,121500,0
30-34,1986,Female Non-Maori,0.87,0,2.58,1,114890,8.7e-06
35-39,1986,Female Non-Maori,1.79,0,4.26,2,111890,1.79e-05
