ageband,year,pop,rate,ratelow,rateupp,deaths,people,percent
35-39,2008,Total,101.83,90.68,112.99,320,314240,0.00101833
40-44,2008,Total,137.68,124.73,150.64,434,315220,0.001376816
45-49,2008,Total,193.73,178.48,208.98,620,320030,0.001937318
50-54,2008,Total,301.24,280.8,321.67,835,277190,0.003012374
55-59,2008,Total,529.07,500.26,557.87,1296,244960,0.00529066
60-64,2008,Total,791.71,753.79,829.64,1674,211440,0.00791714
65-69,2008,Total,1289.14,1234.53,1343.74,2141,166080,0.012891378
70-74,2008,Total,2138.64,2057.69,2219.6,2681,125360,0.021386407
75-79,2008,Total,3595.61,3480.35,3710.88,3738,103960,0.035956137
80+,2008,Total,10187.72,10020.58,10354.86,14273,140100,0.101877231
Total,2009,Total,432.48,427.29,437.67,29526,4304910,0.00685868
00-04,2009,Total,296.9,277.64,316.16,913,307510,0.002969009
05-09,2009,Total,11.31,7.45,15.16,33,291880,0.00011306
10-14,2009,Total,17.89,13.12,22.66,54,301830,0.000178909
15-19,2009,Total,57.37,49.03,65.7,182,317240,0.000573698
20-24,2009,Total,67.89,58.45,77.32,199,293140,0.000678857
25-29,2009,Total,62.3,52.93,71.66,170,272880,0.000622984
30-34,2009,Total,85.45,74.41,96.49,230,269160,0.00085451
35-39,2009,Total,95.71,84.82,106.59,297,310320,0.000957077
40-44,2009,Total,139.18,126.13,152.23,437,313980,0.001391808
45-49,2009,Total,203,187.48,218.53,657,323640,0.002030033
50-54,2009,Total,337.29,315.96,358.63,960,284620,0.003372918
55-59,2009,Total,451.85,425.41,478.29,1122,248310,0.004518545
60-64,2009,Total,758.63,722.41,794.86,1685,222110,0.007586331
65-69,2009,Total,1241.81,1188.99,1294.64,2123,170960,0.012418109
70-74,2009,Total,2058.82,1980.69,2136.96,2667,129540,0.020588235
75-79,2009,Total,3400.71,3288.57,3512.85,3533,103890,0.034007123
80+,2009,Total,9912.44,9749.77,10075.11,14264,143900,0.099124392
Total,2010,Total,414.56,409.54,419.57,29132,4353030,0.00669235
00-04,2010,Total,274.93,256.6,293.26,864,314260,0.002749316
05-09,2010,Total,6.53,3.59,9.47,19,290920,6.53e-05
10-14,2010,Total,15.52,11.08,19.96,47,302820,0.000155208
15-19,2010,Total,54.55,46.42,62.67,173,317160,0.000545466
20-24,2010,Total,68.18,58.85,77.52,205,300660,0.000681833
25-29,2010,Total,59.47,50.37,68.57,164,275780,0.000594677
30-34,2010,Total,65.64,55.94,75.34,176,268120,0.000656422
35-39,2010,Total,93.91,83.02,104.79,286,304560,0.00093906
40-44,2010,Total,140.78,127.67,153.89,443,314670,0.001407824
45-49,2010,Total,212.37,196.5,228.24,688,323960,0.002123719
50-54,2010,Total,305.38,285.35,325.41,893,292420,0.003053827
55-59,2010,Total,468.11,441.45,494.78,1184,252930,0.004681137
60-64,2010,Total,714.75,680.29,749.21,1653,231270,0.00714749
65-69,2010,Total,1191.24,1140.2,1242.27,2093,175700,0.011912351
70-74,2010,Total,1905.5,1832.1,1978.9,2589,135870,0.019054979
75-79,2010,Total,3216.38,3107.4,3325.36,3346,104030,0.032163799
80+,2010,Total,9674.78,9516.26,9833.3,14309,147900,0.096747803
Total,2011,Total,425.34,420.32,430.35,30773,4386330,0.00701566
00-04,2011,Total,258.59,240.9,276.28,821,317490,0.002585908
05-09,2011,Total,5.16,2.55,7.77,15,290570,5.16e-05
10-14,2011,Total,13.56,9.41,17.71,41,302430,0.000135569
15-19,2011,Total,58.43,49.99,66.87,184,314900,0.000584312
20-24,2011,Total,75.37,65.67,85.07,232,307820,0.000753687
25-29,2011,Total,67.12,57.44,76.79,185,275640,0.000671165
30-34,2011,Total,78.99,68.35,89.62,212,268400,0.000789866
35-39,2011,Total,90.71,79.83,101.59,267,294360,0.000907053
40-44,2011,Total,141.49,128.38,154.59,448,316640,0.001414856
45-49,2011,Total,192.39,177.21,207.57,617,320700,0.001923916
50-54,2011,Total,291.57,272.24,310.9,874,299760,0.002915666
55-59,2011,Total,487.76,460.86,514.66,1263,258940,0.004877578
60-64,2011,Total,728.76,694.45,763.06,1734,237940,0.007287551
65-69,2011,Total,1214.15,1163.38,1264.92,2197,180950,0.012141476
70-74,2011,Total,1923.85,1852.13,1995.58,2764,143670,0.019238533
75-79,2011,Total,3354.72,3243.63,3465.82,3503,104420,0.033547213
80+,2011,Total,10162.16,10001.74,10322.58,15416,151700,0.101621622
Total,2012,Total,411.94,407.07,416.82,30616,4410730,0.006941255
00-04,2012,Total,247.59,230.23,264.94,782,315850,0.002475859
05-09,2012,Total,10.2,6.55,13.85,30,294090,0.00010201
10-14,2012,Total,15.34,10.9,19.77,46,299940,0.000153364
15-19,2012,Total,54.65,46.46,62.84,171,312900,0.0005465
20-24,2012,Total,62.6,53.81,71.38,195,311520,0.000625963
25-29,2012,Total,58.09,49.09,67.09,160,275420,0.000580931
30-34,2012,Total,65.13,55.48,74.78,175,268690,0.000651308
35-39,2012,Total,84.1,73.43,94.76,239,284200,0.000840957
40-44,2012,Total,133.47,120.77,146.18,424,317670,0.001334718
45-49,2012,Total,212.4,196.33,228.47,671,315910,0.002124023
50-54,2012,Total,307.59,287.95,327.22,943,306580,0.003075869
55-59,2012,Total,427.41,402.55,452.28,1135,265550,0.004274148
60-64,2012,Total,679.23,646.21,712.24,1626,239390,0.006792264
65-69,2012,Total,1129.66,1082.08,1177.25,2165,191650,0.011296634
70-74,2012,Total,1883.5,1814.22,1952.79,2839,150730,0.018835003
75-79,2012,Total,3216.1,3108.31,3323.89,3420,106340,0.032160993
80+,2012,Total,10106.93,9948.31,10265.56,15595,154300,0.101069345
Total,2013,Total,382.2,377.57,386.84,29105,4446700,0.006545303
00-04,2013,Total,197.04,181.47,212.61,615,312120,0.001970396
05-09,2013,Total,8,4.8,11.19,24,300160,8e-05
10-14,2013,Total,9.43,5.94,12.93,28,296780,9.43e-05
15-19,2013,Total,47.98,40.3,55.65,150,312660,0.000479754
20-24,2013,Total,51.28,43.39,59.18,162,315890,0.000512837
25-29,2013,Total,48.38,40.22,56.54,135,279030,0.000483819
30-34,2013,Total,59.23,50.08,68.38,161,271820,0.000592304
35-39,2013,Total,83.89,73.1,94.69,232,276550,0.000838908
40-44,2013,Total,120.67,108.57,132.77,382,316570,0.001206684
45-49,2013,Total,193.84,178.39,209.28,605,312120,0.001938357
50-54,2013,Total,300.03,280.85,319.21,940,313300,0.003000319
55-59,2013,Total,432.74,408.01,457.46,1177,271990,0.004327365
60-64,2013,Total,662.83,630.35,695.31,1600,241390,0.006628278
65-69,2013,Total,1037.05,993.01,1081.09,2130,205390,0.010370515
70-74,2013,Total,1768.82,1702.5,1835.13,2733,154510,0.017688176
75-79,2013,Total,3086.19,2982.15,3190.24,3380,109520,0.030861943
80+,2013,Total,9337.79,9186.59,9489,14651,156900,0.093377948
Total,1996,Male,706.69,695.19,718.19,14666,1841770,0.007962992
00-04,1996,Male,328.39,299.6,357.17,500,152260,0.003283857
05-09,1996,Male,17.79,11.08,24.5,27,151780,0.000177889
10-14,1996,Male,23.14,15.12,31.16,32,138270,0.000231431
15-19,1996,Male,121.75,103.34,140.16,168,137990,0.00121748
20-24,1996,Male,142.49,122.74,162.24,200,140360,0.001424907
25-29,1996,Male,142.88,123.03,162.73,199,139280,0.001428777
30-34,1996,Male,142.08,122.87,161.3,210,147800,0.001420839
35-39,1996,Male,148.43,128.64,168.23,216,145520,0.001484332
40-44,1996,Male,171.27,148.84,193.7,224,130790,0.001712669
45-49,1996,Male,305.51,274.83,336.19,381,124710,0.003055088
50-54,1996,Male,518.08,472.8,563.35,503,97090,0.00518076
55-59,1996,Male,877.79,813.63,941.96,719,81910,0.008777927
60-64,1996,Male,1542.28,1449.26,1635.3,1056,68470,0.015422813
65-69,1996,Male,2418.89,2300.48,2537.31,1603,66270,0.024188924
70-74,1996,Male,3926.14,3757.12,4095.15,2073,52800,0.039261364
75-79,1996,Male,6270.79,6005.66,6535.92,2149,34270,0.062707908
80+,1996,Male,13683.23,13279.19,14087.27,4406,32200,0.136832298
Total,1997,Male,682.14,670.97,693.32,14477,1864210,0.007765756
00-04,1997,Male,317.18,288.71,345.64,477,150390,0.003171753
05-09,1997,Male,22.44,15.01,29.88,35,155940,0.000224445
10-14,1997,Male,22.78,14.89,30.68,32,140450,0.000227839
15-19,1997,Male,123,104.51,141.49,170,138210,0.001230012
20-24,1997,Male,130.51,111.39,149.63,179,137150,0.00130514
25-29,1997,Male,149.67,129.43,169.91,210,140310,0.001496686
30-34,1997,Male,132.38,113.75,151.01,194,146550,0.00132378
35-39,1997,Male,145.8,126.45,165.15,218,149520,0.001457999
40-44,1997,Male,207.98,183.57,232.38,279,134150,0.002079761
45-49,1997,Male,291.38,261.53,321.23,366,125610,0.002913781
50-54,1997,Male,517.09,473.11,561.07,531,102690,0.005170903
55-59,1997,Male,811.76,751.45,872.06,696,85740,0.008117565
60-64,1997,Male,1419.01,1329.94,1508.08,975,68710,0.014190074
65-69,1997,Male,2417.67,2298.94,2536.39,1593,65890,0.024176658
70-74,1997,Male,3734.94,3571.86,3898.02,2015,53950,0.037349398
75-79,1997,Male,5865.73,5614.67,6116.8,2097,35750,0.058657343
80+,1997,Male,13283.13,12891.09,13675.18,4410,33200,0.132831325
Total,1998,Male,646.27,635.49,657.05,14002,1878090,0.007455447
00-04,1998,Male,296.58,268.93,324.23,442,149030,0.002965846
05-09,1998,Male,21.63,14.36,28.9,34,157210,0.000216271
10-14,1998,Male,31.36,22.2,40.53,45,143480,0.000313633
15-19,1998,Male,93.24,77.15,109.32,129,138360,0.00093235
20-24,1998,Male,145.13,124.66,165.61,193,132980,0.001451346
25-29,1998,Male,144.38,124.37,164.39,200,138520,0.001443835
30-34,1998,Male,120.02,102.14,137.91,173,144140,0.001200222
35-39,1998,Male,157.05,137.14,176.96,239,152180,0.001570509
40-44,1998,Male,200.58,176.88,224.29,275,137100,0.002005835
45-49,1998,Male,281.88,252.56,311.2,355,125940,0.002818803
50-54,1998,Male,435.46,396.38,474.54,477,109540,0.004354574
55-59,1998,Male,806.16,746.73,865.58,707,87700,0.008061574
60-64,1998,Male,1380.25,1293.25,1467.24,967,70060,0.013802455
65-69,1998,Male,2222.56,2108.08,2337.04,1448,65150,0.022225633
70-74,1998,Male,3509.79,3353.44,3666.13,1936,55160,0.035097897
75-79,1998,Male,5708.58,5466.88,5950.28,2143,37540,0.057085775
80+,1998,Male,12467.65,12092.32,12842.97,4239,34000,0.124676471
Total,1999,Male,658.37,647.6,669.14,14592,1885980,0.007737092
00-04,1999,Male,302.93,274.78,331.07,445,146900,0.003029272
05-09,1999,Male,16.56,10.19,22.92,26,157040,0.000165563
10-14,1999,Male,24.55,16.53,32.57,36,146620,0.000245533
15-19,1999,Male,95.36,79.09,111.62,132,138430,0.000953551
20-24,1999,Male,124.39,105.18,143.61,161,129430,0.001243916
25-29,1999,Male,136.75,116.99,156.51,184,134550,0.001367521
30-34,1999,Male,123.33,105.06,141.61,175,141890,0.00123335
35-39,1999,Male,145.35,126.23,164.46,222,152740,0.00145345
40-44,1999,Male,183.03,160.61,205.45,256,139870,0.001830271
45-49,1999,Male,284.54,255.15,313.93,360,126520,0.0028454
50-54,1999,Male,467.44,427.91,506.98,537,114880,0.004674443
55-59,1999,Male,840.81,780.99,900.63,759,90270,0.008408109
60-64,1999,Male,1382.71,1296.8,1468.63,995,71960,0.013827126
65-69,1999,Male,2098.02,1986.39,2209.65,1357,64680,0.02098021
70-74,1999,Male,3569.39,3412.99,3725.79,2001,56060,0.035693899
75-79,1999,Male,6042.2,5799.29,6285.1,2377,39340,0.060421962
80+,1999,Male,13129.31,12748.61,13510.01,4569,34800,0.131293103
Total,2000,Male,619.67,609.33,630,14073,1895040,0.007426228
00-04,2000,Male,318.68,289.68,347.68,464,145600,0.003186813
05-09,2000,Male,15.44,9.26,21.62,24,155450,0.00015439
10-14,2000,Male,31.97,22.92,41.01,48,150160,0.000319659
15-19,2000,Male,87.51,71.98,103.04,122,139410,0.000875117
20-24,2000,Male,118.26,99.4,137.13,151,127680,0.001182644
25-29,2000,Male,131.97,112.25,151.7,172,130330,0.001319727
30-34,2000,Male,141.61,121.93,161.28,199,140530,0.001416068
35-39,2000,Male,131.41,113.15,149.66,199,151440,0.001314052
40-44,2000,Male,189.33,166.74,211.91,270,142610,0.001893275
45-49,2000,Male,280.94,251.84,310.04,358,127430,0.002809386
50-54,2000,Male,419.08,382.31,455.85,499,119070,0.004190812
55-59,2000,Male,718,663.31,772.7,662,92200,0.007180043
60-64,2000,Male,1145.14,1068.6,1221.68,860,75100,0.011451398
65-69,2000,Male,2078.47,1966.97,2189.96,1335,64230,0.02078468
70-74,2000,Male,3338.03,3187.74,3488.32,1895,56770,0.033380306
75-79,2000,Male,5663.3,5431.9,5894.71,2301,40630,0.05663303
80+,2000,Male,12401.1,12039.33,12762.87,4514,36400,0.124010989
Total,2001,Male,611.04,600.9,621.18,14268,1906340,0.007484499
00-04,2001,Male,296.34,268.23,324.45,427,144090,0.002963426
05-09,2001,Male,14.39,8.38,20.41,22,152850,0.000143932
10-14,2001,Male,24.69,16.84,32.54,38,153900,0.000246914
15-19,2001,Male,95.29,79.22,111.37,135,141670,0.000952919
20-24,2001,Male,129.95,110.24,149.66,167,128510,0.00129951
25-29,2001,Male,109.39,91.07,127.71,137,125240,0.0010939
30-34,2001,Male,130.89,111.93,149.86,183,139810,0.001308919
35-39,2001,Male,132.22,113.76,150.69,197,148990,0.001322236
40-44,2001,Male,194.21,171.55,216.88,282,145200,0.001942149
45-49,2001,Male,246.92,219.83,274.02,319,129190,0.002469231
50-54,2001,Male,424.36,387.78,460.94,517,121830,0.004243618
55-59,2001,Male,696.05,642.82,749.27,657,94390,0.006960483
60-64,2001,Male,1183.15,1107.43,1258.87,938,79280,0.011831483
65-69,2001,Male,1991.24,1881.85,2100.63,1273,63930,0.019912404
70-74,2001,Male,3449.42,3297.52,3601.32,1981,57430,0.034494167
75-79,2001,Male,5283.29,5063.01,5503.56,2210,41830,0.052832895
80+,2001,Male,12526.18,12171.26,12881.1,4785,38200,0.12526178
Total,2002,Male,598.67,588.77,608.57,14391,1937730,0.007426731
00-04,2002,Male,300.95,272.6,329.29,433,143880,0.003009452
05-09,2002,Male,18.49,11.64,25.33,28,151470,0.000184855
10-14,2002,Male,19.66,12.74,26.57,31,157720,0.000196551
15-19,2002,Male,77.28,63.03,91.52,113,146230,0.000772755
20-24,2002,Male,106.49,88.97,124,142,133350,0.001064867
25-29,2002,Male,118.4,99.19,137.61,146,123310,0.001184008
30-34,2002,Male,113.35,95.79,130.92,160,141150,0.001133546
35-39,2002,Male,139.23,120.21,158.24,206,147960,0.001392268
40-44,2002,Male,176.68,155.37,198,264,149420,0.001766832
45-49,2002,Male,272.78,244.68,300.88,362,132710,0.002727752
50-54,2002,Male,422.86,386.44,459.27,518,122500,0.004228571
55-59,2002,Male,704.85,652.78,756.91,704,99880,0.007048458
60-64,2002,Male,1137.9,1065.31,1210.49,944,82960,0.011378978
65-69,2002,Male,1948.61,1840.98,2056.25,1259,64610,0.019486148
70-74,2002,Male,3218.13,3071.6,3364.66,1853,57580,0.032181313
75-79,2002,Male,5269.14,5052.43,5485.86,2271,43100,0.052691415
80+,2002,Male,12423.56,12077.71,12769.41,4957,39900,0.124235589
Total,2003,Male,574.66,565.09,584.22,14211,1975620,0.007193185
00-04,2003,Male,289.75,261.98,317.53,418,144260,0.002897546
05-09,2003,Male,13.21,7.42,19,20,151420,0.000132083
10-14,2003,Male,24.95,17.21,32.68,40,160350,0.000249454
15-19,2003,Male,94.57,79.01,110.12,142,150160,0.000945658
20-24,2003,Male,94.76,78.66,110.87,133,140350,0.000947631
25-29,2003,Male,109.35,90.9,127.79,135,123460,0.001093472
30-34,2003,Male,121.46,103.36,139.56,173,142430,0.001214632
35-39,2003,Male,136.87,118,155.75,202,147580,0.001368749
40-44,2003,Male,183.27,161.88,204.66,282,153870,0.001832716
45-49,2003,Male,271.59,243.99,299.19,372,136970,0.002715923
50-54,2003,Male,422.51,386.23,458.79,521,123310,0.004225124
55-59,2003,Male,643.2,595.1,691.3,687,106810,0.006431982
60-64,2003,Male,1107.18,1036.4,1177.97,940,84900,0.011071849
65-69,2003,Male,1795.1,1693.02,1897.18,1188,66180,0.017951043
70-74,2003,Male,3017.09,2874.92,3159.27,1730,57340,0.03017091
75-79,2003,Male,4962.95,4756.03,5169.86,2210,44530,0.049629463
80+,2003,Male,12033.57,11700.62,12366.53,5018,41700,0.120335731
Total,2004,Male,567.05,557.67,576.43,14442,2004390,0.007205185
00-04,2004,Male,313.6,284.81,342.38,456,145410,0.00313596
05-09,2004,Male,12.62,6.94,18.29,19,150580,0.000126179
10-14,2004,Male,21.68,14.5,28.86,35,161430,0.000216812
15-19,2004,Male,87.04,72.25,101.83,133,152800,0.000870419
20-24,2004,Male,102.85,86.28,119.42,148,143900,0.001028492
25-29,2004,Male,104.01,86.06,121.96,129,124030,0.001040071
30-34,2004,Male,94.49,78.49,110.49,134,141810,0.000944926
35-39,2004,Male,145.06,125.62,164.49,214,147530,0.001450552
40-44,2004,Male,165.68,145.5,185.85,259,156330,0.001656752
45-49,2004,Male,271.72,244.55,298.9,384,141320,0.002717237
50-54,2004,Male,391.06,356.36,425.75,488,124790,0.00391057
55-59,2004,Male,615.32,569.44,661.2,691,112300,0.006153161
60-64,2004,Male,1028.54,961.38,1095.7,901,87600,0.010285388
65-69,2004,Male,1784.56,1684.26,1884.87,1216,68140,0.017845612
70-74,2004,Male,2929.98,2789.79,3070.17,1678,57270,0.029299808
75-79,2004,Male,4974.75,4769.92,5179.58,2266,45550,0.04974753
80+,2004,Male,12135.32,11808.33,12462.31,5291,43600,0.121353211
Total,2005,Male,529.48,520.5,538.45,13820,2026180,0.006820717
00-04,2005,Male,297.59,269.56,325.63,433,145500,0.002975945
05-09,2005,Male,14.68,8.55,20.81,22,149870,0.000146794
10-14,2005,Male,21.14,14.03,28.24,34,160850,0.000211377
15-19,2005,Male,95.16,79.83,110.49,148,155530,0.000951585
20-24,2005,Male,106.02,89.28,122.77,154,145250,0.001060241
25-29,2005,Male,107.22,89.06,125.37,134,124980,0.001072172
30-34,2005,Male,101.61,84.9,118.32,142,139750,0.0010161
35-39,2005,Male,129.88,111.51,148.25,192,147830,0.001298789
40-44,2005,Male,192,170.31,213.69,301,156770,0.00192001
45-49,2005,Male,244.91,219.47,270.35,356,145360,0.002449092
50-54,2005,Male,392.56,358.08,427.04,498,126860,0.003925587
55-59,2005,Male,625.91,580.54,671.28,731,116790,0.006259098
60-64,2005,Male,1001.89,936.44,1067.35,900,89830,0.010018925
65-69,2005,Male,1647.52,1553.36,1741.68,1176,71380,0.016475203
70-74,2005,Male,2654.45,2521.05,2787.85,1521,57300,0.026544503
75-79,2005,Male,4440.15,4248.68,4631.61,2066,46530,0.044401461
80+,2005,Male,10943.23,10640.26,11246.2,5012,45800,0.109432314
Total,2006,Male,532.44,523.57,541.31,14372,2048720,0.007015112
00-04,2006,Male,332.51,302.98,362.05,487,146460,0.00332514
05-09,2006,Male,14.73,8.58,20.89,22,149340,0.000147315
10-14,2006,Male,15.06,9.03,21.08,24,159380,0.000150584
15-19,2006,Male,89.85,75.12,104.57,143,159160,0.000898467
20-24,2006,Male,93.96,78.22,109.69,137,145810,0.000939579
25-29,2006,Male,96.83,79.72,113.94,123,127030,0.000968275
30-34,2006,Male,107.04,89.68,124.4,146,136400,0.001070381
35-39,2006,Male,124.02,106.15,141.89,185,149170,0.001240196
40-44,2006,Male,156.41,136.78,176.04,244,156000,0.001564103
45-49,2006,Male,260.23,234.33,286.12,388,149100,0.00260228
50-54,2006,Male,379.44,345.94,412.93,493,129930,0.003794351
55-59,2006,Male,615.87,571.44,660.31,738,119830,0.006158725
60-64,2006,Male,1020.92,955.72,1086.11,942,92270,0.010209169
65-69,2006,Male,1594.82,1504.81,1684.83,1206,75620,0.015948162
70-74,2006,Male,2727.59,2592.54,2862.64,1567,57450,0.027275892
75-79,2006,Male,4515.45,4324.49,4706.41,2148,47570,0.045154509
80+,2006,Male,11159.75,10861.52,11457.99,5379,48200,0.11159751
Total,2007,Male,517.73,509.11,526.35,14424,2067660,0.006976002
00-04,2007,Male,299.64,271.96,327.33,450,150180,0.002996404
05-09,2007,Male,16.08,9.65,22.52,24,149240,0.000160815
10-14,2007,Male,18.47,11.75,25.2,29,156980,0.000184737
15-19,2007,Male,70.39,57.41,83.37,113,160540,0.000703874
20-24,2007,Male,109.01,92.01,126.01,158,144940,0.001090106
25-29,2007,Male,91.23,74.77,107.69,118,129340,0.000912324
30-34,2007,Male,105.39,87.93,122.85,140,132840,0.001053899
35-39,2007,Male,135.83,117.19,154.47,204,150190,0.00135828
40-44,2007,Male,168.07,147.6,188.54,259,154100,0.001680727
45-49,2007,Male,265.07,239.23,290.92,404,152410,0.002650745
50-54,2007,Male,393.14,359.45,426.84,523,133030,0.003931444
55-59,2007,Male,588.19,544.86,631.51,708,120370,0.005881864
60-64,2007,Male,935.86,875.12,996.6,912,97450,0.009358645
65-69,2007,Male,1513.01,1427.33,1598.69,1198,79180,0.015130083
70-74,2007,Male,2655.69,2523.39,2787.98,1548,58290,0.026556871
75-79,2007,Male,4445.6,4256.94,4634.27,2133,47980,0.044456023
80+,2007,Male,10875.49,10588.15,11162.84,5503,50600,0.108754941
Total,2008,Male,515.91,507.41,524.41,14803,2084480,0.007101531
00-04,2008,Male,312.46,284.56,340.35,482,154260,0.003124595
05-09,2008,Male,12.75,7.02,18.48,19,149030,0.000127491
10-14,2008,Male,19.93,12.92,26.95,31,155510,0.000199344
15-19,2008,Male,81.62,67.64,95.6,131,160500,0.000816199
20-24,2008,Male,103.62,87.04,120.2,150,144760,0.001036198
25-29,2008,Male,88.99,72.86,105.11,117,131480,0.000889869
30-34,2008,Male,94.66,77.93,111.39,123,129940,0.000946591
35-39,2008,Male,122.56,104.8,140.31,183,149320,0.001225556
40-44,2008,Male,169.18,148.5,189.86,257,151910,0.001691791
45-49,2008,Male,242.11,217.64,266.58,376,155300,0.00242112
50-54,2008,Male,355.99,324.27,387.7,484,135960,0.003559871
55-59,2008,Male,604.3,560.47,648.14,730,120800,0.006043046
