ageband,year,pop,rate,ratelow,rateupp,deaths,people,percent
00-04,1997,Female Non-Maori,233.06,204.05,262.07,248,106410,0.002330608
05-09,1997,Female Non-Maori,9.71,3.97,15.45,11,113300,9.71e-05
10-14,1997,Female Non-Maori,21.08,12.27,29.89,22,104370,0.000210789
15-19,1997,Female Non-Maori,44.75,31.96,57.54,47,105030,0.000447491
20-24,1997,Female Non-Maori,40.35,28.56,52.14,45,111520,0.000403515
25-29,1997,Female Non-Maori,54.71,41.71,67.71,68,124290,0.000547108
30-34,1997,Female Non-Maori,63.52,49.93,77.1,84,132250,0.000635161
35-39,1997,Female Non-Maori,53.14,40.87,65.42,72,135490,0.000531405
40-44,1997,Female Non-Maori,107.25,88.88,125.61,131,122150,0.001072452
45-49,1997,Female Non-Maori,181.39,156.62,206.16,206,113570,0.001813859
50-54,1997,Female Non-Maori,304.65,269.28,340.02,285,93550,0.003046499
55-59,1997,Female Non-Maori,507.58,457.96,557.19,402,79200,0.005075758
60-64,1997,Female Non-Maori,699.83,635.38,764.28,453,64730,0.006998301
65-69,1997,Female Non-Maori,1238.95,1153.04,1324.86,799,64490,0.012389518
70-74,1997,Female Non-Maori,2014.96,1901.52,2128.4,1212,60150,0.020149626
75-79,1997,Female Non-Maori,3334.68,3173.82,3495.54,1651,49510,0.033346799
80+,1997,Female Non-Maori,10184.06,9937.03,10431.09,6529,64110,0.101840586
Total,1998,Female Non-Maori,402.66,394.84,410.49,12059,1657730,0.007274405
00-04,1998,Female Non-Maori,217.76,189.56,245.97,229,105160,0.002177634
05-09,1998,Female Non-Maori,12.28,5.85,18.71,14,114020,0.000122785
10-14,1998,Female Non-Maori,18.81,10.57,27.06,20,106300,0.000188147
15-19,1998,Female Non-Maori,54.79,40.69,68.9,58,105850,0.000547945
20-24,1998,Female Non-Maori,31.65,21.01,42.29,34,107420,0.000316515
25-29,1998,Female Non-Maori,31.81,21.83,41.8,39,122590,0.000318134
30-34,1998,Female Non-Maori,65.71,51.82,79.6,86,130880,0.00065709
35-39,1998,Female Non-Maori,70.82,56.8,84.85,98,138370,0.000708246
40-44,1998,Female Non-Maori,136.12,115.66,156.58,170,124890,0.001361198
45-49,1998,Female Non-Maori,157.92,134.85,180.99,180,113980,0.001579224
50-54,1998,Female Non-Maori,284.54,251.51,317.58,285,100160,0.002845447
55-59,1998,Female Non-Maori,466.29,419.34,513.23,379,81280,0.004662894
60-64,1998,Female Non-Maori,767.6,700.78,834.42,507,66050,0.007676003
65-69,1998,Female Non-Maori,1192.67,1107.99,1277.36,762,63890,0.011926749
70-74,1998,Female Non-Maori,1946.2,1834.77,2057.62,1172,60220,0.019461973
75-79,1998,Female Non-Maori,3400.91,3240.55,3561.26,1728,50810,0.034009053
80+,1998,Female Non-Maori,9564.16,9327.95,9800.37,6298,65850,0.09564161
Total,1999,Female Non-Maori,417.09,409.2,424.98,12846,1665860,0.007711332
00-04,1999,Female Non-Maori,261.78,230.55,293.01,270,103140,0.002617801
05-09,1999,Female Non-Maori,10.59,4.6,16.58,12,113300,0.000105914
10-14,1999,Female Non-Maori,16.64,8.95,24.33,18,108160,0.00016642
15-19,1999,Female Non-Maori,47.05,34.01,60.09,50,106270,0.0004705
20-24,1999,Female Non-Maori,42.1,29.66,54.54,44,104520,0.000420972
25-29,1999,Female Non-Maori,36.11,25.32,46.91,43,119070,0.000361132
30-34,1999,Female Non-Maori,47.76,35.87,59.65,62,129810,0.000477621
35-39,1999,Female Non-Maori,68.3,54.57,82.04,95,139090,0.000683011
40-44,1999,Female Non-Maori,114.47,95.9,133.04,146,127540,0.001144739
45-49,1999,Female Non-Maori,167.69,144.04,191.35,193,115090,0.001676948
50-54,1999,Female Non-Maori,273.66,242.05,305.27,288,105240,0.002736602
55-59,1999,Female Non-Maori,450.84,405.27,496.41,376,83400,0.004508393
60-64,1999,Female Non-Maori,742.2,677.6,806.81,507,68310,0.007422047
65-69,1999,Female Non-Maori,1236.56,1149.89,1323.23,782,63240,0.012365591
70-74,1999,Female Non-Maori,1993.69,1880.88,2106.49,1200,60190,0.019936867
75-79,1999,Female Non-Maori,3372.18,3214.86,3529.51,1765,52340,0.033721819
80+,1999,Female Non-Maori,10409.23,10165.29,10653.16,6995,67200,0.104092262
Total,2000,Female Non-Maori,381.76,374.23,389.29,11954,1674130,0.007140425
00-04,2000,Female Non-Maori,252.21,221.37,283.04,257,101900,0.00252208
05-09,2000,Female Non-Maori,16.18,8.71,23.66,18,111230,0.000161827
10-14,2000,Female Non-Maori,10.85,4.71,16.99,12,110580,0.000108519
15-19,2000,Female Non-Maori,35.44,24.17,46.71,38,107220,0.000354411
20-24,2000,Female Non-Maori,29.14,18.71,39.57,30,102950,0.000291404
25-29,2000,Female Non-Maori,52.22,39.01,65.44,60,114890,0.000522239
30-34,2000,Female Non-Maori,41.04,29.99,52.09,53,129150,0.000410376
35-39,2000,Female Non-Maori,62.89,49.67,76.1,87,138340,0.000628885
40-44,2000,Female Non-Maori,105.38,87.74,123.03,137,130000,0.001053846
45-49,2000,Female Non-Maori,166.62,143.18,190.07,194,116430,0.001666237
50-54,2000,Female Non-Maori,260.87,230.58,291.16,285,109250,0.002608696
55-59,2000,Female Non-Maori,452.26,407.2,497.32,387,85570,0.004522613
60-64,2000,Female Non-Maori,702.39,640.95,763.84,502,71470,0.007023926
65-69,2000,Female Non-Maori,1045.23,965.12,1125.34,654,62570,0.010452293
70-74,2000,Female Non-Maori,1829.39,1721.18,1937.6,1098,60020,0.018293902
75-79,2000,Female Non-Maori,3125.71,2974.93,3276.49,1651,52820,0.0312571
80+,2000,Female Non-Maori,9306.09,9079.7,9532.49,6491,69750,0.093060932
Total,2001,Female Non-Maori,393.23,385.75,400.72,12906,1683500,0.007666172
00-04,2001,Female Non-Maori,219.95,191.02,248.89,222,100930,0.002199544
05-09,2001,Female Non-Maori,13.87,6.85,20.89,15,108120,0.000138735
10-14,2001,Female Non-Maori,18.56,10.62,26.5,21,113150,0.000185594
15-19,2001,Female Non-Maori,40.51,28.54,52.48,44,108610,0.000405119
20-24,2001,Female Non-Maori,36.65,25,48.31,38,103670,0.000366548
25-29,2001,Female Non-Maori,37.45,25.98,48.91,41,109490,0.000374463
30-34,2001,Female Non-Maori,51.18,38.83,63.53,66,128950,0.000511826
35-39,2001,Female Non-Maori,55.03,42.58,67.49,75,136280,0.000550338
40-44,2001,Female Non-Maori,94.8,78.25,111.35,126,132910,0.00094801
45-49,2001,Female Non-Maori,158.82,136.12,181.53,188,118370,0.00158824
50-54,2001,Female Non-Maori,266.4,236.16,296.65,298,111860,0.002664044
55-59,2001,Female Non-Maori,377.21,336.57,417.85,331,87750,0.00377208
60-64,2001,Female Non-Maori,687.92,628.67,747.16,518,75300,0.00687915
65-69,2001,Female Non-Maori,1158.03,1073.68,1242.38,724,62520,0.011580294
70-74,2001,Female Non-Maori,1831.76,1723.7,1939.81,1104,60270,0.018317571
75-79,2001,Female Non-Maori,3221.11,3068.12,3374.1,1703,52870,0.032211084
80+,2001,Female Non-Maori,10200.08,9967.55,10432.61,7392,72470,0.102000828
Total,2002,Female Non-Maori,393.4,385.92,400.88,13093,1711720,0.007649031
00-04,2002,Female Non-Maori,287.55,254.51,320.59,291,101200,0.002875494
05-09,2002,Female Non-Maori,13.91,6.87,20.95,15,107840,0.000139095
10-14,2002,Female Non-Maori,9.5,3.89,15.12,11,115770,9.5e-05
15-19,2002,Female Non-Maori,30.56,20.29,40.84,34,111240,0.000305645
20-24,2002,Female Non-Maori,37.82,26.24,49.39,41,108420,0.000378159
25-29,2002,Female Non-Maori,39.13,27.29,50.96,42,107340,0.00039128
30-34,2002,Female Non-Maori,50.63,38.42,62.85,66,130350,0.000506329
35-39,2002,Female Non-Maori,71.25,57.07,85.43,97,136140,0.000712502
40-44,2002,Female Non-Maori,88.18,72.47,103.89,121,137220,0.000881796
45-49,2002,Female Non-Maori,147.26,125.69,168.84,179,121550,0.001472645
50-54,2002,Female Non-Maori,235.42,207.02,263.82,264,112140,0.0023542
55-59,2002,Female Non-Maori,432.58,390.3,474.87,402,92930,0.004325837
60-64,2002,Female Non-Maori,654.82,598.32,711.32,516,78800,0.006548223
65-69,2002,Female Non-Maori,1037.69,958.4,1116.98,658,63410,0.010376912
70-74,2002,Female Non-Maori,1848.77,1740.01,1957.53,1110,60040,0.018487675
75-79,2002,Female Non-Maori,3320.06,3164.55,3475.57,1751,52740,0.033200607
80+,2002,Female Non-Maori,10046.92,9819.46,10274.38,7495,74600,0.100469169
Total,2003,Female Non-Maori,380.99,373.71,388.27,12948,1745840,0.007416487
00-04,2003,Female Non-Maori,247.5,216.94,278.05,252,101820,0.002474956
05-09,2003,Female Non-Maori,12.94,6.16,19.72,14,108170,0.000129426
10-14,2003,Female Non-Maori,9.35,3.82,14.87,11,117680,9.35e-05
15-19,2003,Female Non-Maori,40.32,28.66,51.97,46,114100,0.000403155
20-24,2003,Female Non-Maori,39.42,27.9,50.94,45,114150,0.000394218
25-29,2003,Female Non-Maori,32.61,21.81,43.42,35,107320,0.000326127
30-34,2003,Female Non-Maori,52.26,39.93,64.59,69,132030,0.000522608
35-39,2003,Female Non-Maori,76.16,61.52,90.8,104,136550,0.000761626
40-44,2003,Female Non-Maori,97.4,81.15,113.65,138,141690,0.000973957
45-49,2003,Female Non-Maori,157.03,135.11,178.96,197,125450,0.001570347
50-54,2003,Female Non-Maori,261.25,231.43,291.06,295,112920,0.002612469
55-59,2003,Female Non-Maori,398.91,359.67,438.16,397,99520,0.003989148
60-64,2003,Female Non-Maori,616.17,561.99,670.34,497,80660,0.006161666
65-69,2003,Female Non-Maori,1032.3,954.01,1110.58,668,64710,0.010322979
70-74,2003,Female Non-Maori,1772.38,1665.64,1879.13,1059,59750,0.017723849
75-79,2003,Female Non-Maori,3042.25,2893.78,3190.72,1613,53020,0.030422482
80+,2003,Female Non-Maori,9837.53,9615,10060.05,7508,76320,0.098375262
Total,2004,Female Non-Maori,384.87,377.6,392.13,13358,1773810,0.007530683
00-04,2004,Female Non-Maori,281.09,248.74,313.44,290,103170,0.002810895
05-09,2004,Female Non-Maori,15.77,8.27,23.27,17,107780,0.000157729
10-14,2004,Female Non-Maori,7.6,2.63,12.56,9,118470,7.6e-05
15-19,2004,Female Non-Maori,37.94,26.73,49.15,44,115970,0.000379408
20-24,2004,Female Non-Maori,32.45,22.13,42.76,38,117120,0.000324454
25-29,2004,Female Non-Maori,31.38,20.83,41.93,34,108350,0.000313798
30-34,2004,Female Non-Maori,46.32,34.69,57.94,61,131700,0.000463174
35-39,2004,Female Non-Maori,65.43,51.91,78.95,90,137550,0.000654308
40-44,2004,Female Non-Maori,91.34,75.76,106.93,132,144510,0.000913432
45-49,2004,Female Non-Maori,153.66,132.31,175.01,199,129510,0.001536561
50-54,2004,Female Non-Maori,273.88,243.58,304.17,314,114650,0.00273877
55-59,2004,Female Non-Maori,377.3,340.1,414.51,395,104690,0.003773044
60-64,2004,Female Non-Maori,652.02,597.02,707.01,540,82820,0.006520164
65-69,2004,Female Non-Maori,1025.72,948.96,1102.48,686,66880,0.010257177
70-74,2004,Female Non-Maori,1760.44,1653.71,1867.18,1045,59360,0.017604447
75-79,2004,Female Non-Maori,2991.16,2844.18,3138.14,1591,53190,0.029911638
80+,2004,Female Non-Maori,10078.08,9855.47,10300.7,7873,78120,0.10078085
Total,2005,Female Non-Maori,353.39,346.53,360.25,12603,1795360,0.007019762
00-04,2005,Female Non-Maori,230.15,200.91,259.39,238,103410,0.002301518
05-09,2005,Female Non-Maori,10.22,4.18,16.25,11,107670,0.000102164
10-14,2005,Female Non-Maori,9.34,3.82,14.86,11,117740,9.34e-05
15-19,2005,Female Non-Maori,34.67,24.06,45.28,41,118270,0.000346664
20-24,2005,Female Non-Maori,34.68,24.06,45.29,41,118240,0.000346752
25-29,2005,Female Non-Maori,28.35,18.37,38.34,31,109330,0.000283545
30-34,2005,Female Non-Maori,48.5,36.52,60.47,63,129900,0.000484988
35-39,2005,Female Non-Maori,62.01,48.9,75.11,86,138690,0.000620088
40-44,2005,Female Non-Maori,95.55,79.67,111.44,139,145470,0.000955523
45-49,2005,Female Non-Maori,171.16,148.94,193.38,228,133210,0.001711583
50-54,2005,Female Non-Maori,227.6,200.25,254.96,266,116870,0.002276033
55-59,2005,Female Non-Maori,378.22,341.7,414.75,412,108930,0.003782245
60-64,2005,Female Non-Maori,560.12,509.86,610.39,477,85160,0.005601221
65-69,2005,Female Non-Maori,913.24,842.49,984,640,70080,0.00913242
70-74,2005,Female Non-Maori,1537.16,1437.06,1637.25,906,58940,0.015371564
75-79,2005,Female Non-Maori,2830.61,2687.79,2973.43,1509,53310,0.028306134
80+,2005,Female Non-Maori,9364.78,9152.89,9576.67,7504,80130,0.093647822
Total,2006,Female Non-Maori,364.05,357.19,370.92,13342,1817840,0.00733948
00-04,2006,Female Non-Maori,239.15,209.44,268.85,249,104120,0.002391471
05-09,2006,Female Non-Maori,4.64,0.57,8.7,5,107810,4.64e-05
10-14,2006,Female Non-Maori,9.44,3.86,15.02,11,116510,9.44e-05
15-19,2006,Female Non-Maori,28.09,18.65,37.54,34,121020,0.000280945
20-24,2006,Female Non-Maori,32.67,22.41,42.92,39,119390,0.000326661
25-29,2006,Female Non-Maori,27.92,18.09,37.75,31,111030,0.000279204
30-34,2006,Female Non-Maori,34.73,24.47,44.99,44,126690,0.000347304
35-39,2006,Female Non-Maori,58.95,46.27,71.64,83,140790,0.000589531
40-44,2006,Female Non-Maori,98.48,82.34,114.62,143,145210,0.000984781
45-49,2006,Female Non-Maori,164.51,143.06,185.96,226,137380,0.001645072
50-54,2006,Female Non-Maori,240.4,212.64,268.17,288,119800,0.002404007
55-59,2006,Female Non-Maori,370.17,334.51,405.83,414,111840,0.003701717
60-64,2006,Female Non-Maori,550.93,501.8,600.06,483,87670,0.005509296
65-69,2006,Female Non-Maori,953.28,882.96,1023.6,706,74060,0.009532811
70-74,2006,Female Non-Maori,1677.12,1572.6,1781.65,989,58970,0.01677124
75-79,2006,Female Non-Maori,2950.61,2805.25,3095.96,1583,53650,0.029506058
80+,2006,Female Non-Maori,9786.3,9572.03,10000.56,8014,81890,0.097862987
Total,2007,Female Non-Maori,353.43,346.65,360.2,13066,1834530,0.00712226
00-04,2007,Female Non-Maori,268.58,237.29,299.87,283,105370,0.002685774
05-09,2007,Female Non-Maori,7.42,2.28,12.56,8,107860,7.42e-05
10-14,2007,Female Non-Maori,13.02,6.43,19.61,15,115190,0.00013022
15-19,2007,Female Non-Maori,39.17,28.09,50.26,48,122530,0.000391741
20-24,2007,Female Non-Maori,30.37,20.45,40.29,36,118540,0.000303695
25-29,2007,Female Non-Maori,24.76,15.59,33.93,28,113090,0.00024759
30-34,2007,Female Non-Maori,43.03,31.45,54.62,53,123160,0.000430335
35-39,2007,Female Non-Maori,67.57,54.05,81.08,96,142080,0.000675676
40-44,2007,Female Non-Maori,109.75,92.63,126.86,158,143970,0.001097451
45-49,2007,Female Non-Maori,127.61,108.97,146.26,180,141050,0.001276143
50-54,2007,Female Non-Maori,219.04,192.86,245.21,269,122810,0.002190375
55-59,2007,Female Non-Maori,368.82,333.25,404.39,413,111980,0.003688159
60-64,2007,Female Non-Maori,515.75,469.52,561.99,478,92680,0.005157531
65-69,2007,Female Non-Maori,948.44,879.83,1017.06,734,77390,0.00948443
70-74,2007,Female Non-Maori,1537.43,1438.09,1636.78,920,59840,0.015374332
75-79,2007,Female Non-Maori,2779.44,2638.17,2920.71,1487,53500,0.027794393
80+,2007,Female Non-Maori,9416.56,9208.38,9624.74,7860,83470,0.094165568
Total,2008,Female Non-Maori,356.98,350.25,363.71,13497,1847830,0.007304243
00-04,2008,Female Non-Maori,257.89,227.52,288.26,277,107410,0.002578903
05-09,2008,Female Non-Maori,11.17,4.85,17.49,12,107410,0.000111721
10-14,2008,Female Non-Maori,10.55,4.58,16.51,12,113780,0.000105467
15-19,2008,Female Non-Maori,31.7,21.75,41.65,39,123040,0.00031697
20-24,2008,Female Non-Maori,35.75,24.94,46.57,42,117470,0.000357538
25-29,2008,Female Non-Maori,35.63,24.72,46.54,41,115070,0.000356305
30-34,2008,Female Non-Maori,44.14,32.25,56.02,53,120080,0.000441372
35-39,2008,Female Non-Maori,73.42,59.31,87.53,104,141660,0.000734152
40-44,2008,Female Non-Maori,85.09,69.93,100.25,121,142200,0.000850914
45-49,2008,Female Non-Maori,117.12,99.46,134.77,169,144300,0.001171171
50-54,2008,Female Non-Maori,208.4,183.16,233.63,262,125720,0.002083996
55-59,2008,Female Non-Maori,387.11,350.74,423.49,435,112370,0.00387114
60-64,2008,Female Non-Maori,555.56,509.13,601.99,550,99000,0.005555556
65-69,2008,Female Non-Maori,901.27,835.06,967.47,712,79000,0.009012658
70-74,2008,Female Non-Maori,1592.47,1492.41,1692.53,973,61100,0.015924714
75-79,2008,Female Non-Maori,2774.65,2633.29,2916.02,1480,53340,0.027746532
80+,2008,Female Non-Maori,9674.95,9465.73,9884.17,8215,84910,0.096749499
Total,2009,Female Non-Maori,346.86,340.26,353.46,13302,1864160,0.007135654
00-04,2009,Female Non-Maori,261.47,231.11,291.82,285,109000,0.002614679
05-09,2009,Female Non-Maori,13.01,6.19,19.82,14,107640,0.000130063
10-14,2009,Female Non-Maori,16.87,9.28,24.45,19,112640,0.000168679
15-19,2009,Female Non-Maori,23.5,14.94,32.05,29,123430,0.000234951
20-24,2009,Female Non-Maori,27.96,18.42,37.5,33,118030,0.00027959
25-29,2009,Female Non-Maori,38.49,27.24,49.73,45,116920,0.000384879
30-34,2009,Female Non-Maori,39.62,28.29,50.94,47,118640,0.000396156
35-39,2009,Female Non-Maori,67.27,53.67,80.87,94,139740,0.000672678
40-44,2009,Female Non-Maori,97.31,81.07,113.54,138,141820,0.000973064
45-49,2009,Female Non-Maori,145.17,125.62,164.71,212,146040,0.001451657
50-54,2009,Female Non-Maori,244.43,217.44,271.43,315,128870,0.002444324
55-59,2009,Female Non-Maori,319.69,286.85,352.53,364,113860,0.003196908
60-64,2009,Female Non-Maori,539.19,494.53,583.85,560,103860,0.005391874
65-69,2009,Female Non-Maori,885.55,820.77,950.32,718,81080,0.008855451
70-74,2009,Female Non-Maori,1488.52,1393.36,1583.68,940,63150,0.014885194
75-79,2009,Female Non-Maori,2561.73,2425.53,2697.94,1359,53050,0.025617342
80+,2009,Female Non-Maori,9415.17,9210.51,9619.83,8130,86350,0.094151708
Total,2010,Female Non-Maori,333.53,327.15,339.91,13106,1883240,0.006959283
00-04,2010,Female Non-Maori,233.54,205.15,261.93,260,111330,0.002335399
05-09,2010,Female Non-Maori,5.6,1.12,10.09,6,107090,5.6e-05
10-14,2010,Female Non-Maori,9.77,4,15.54,11,112620,9.77e-05
15-19,2010,Female Non-Maori,25.99,16.99,35,32,123110,0.00025993
20-24,2010,Female Non-Maori,34,23.59,44.4,41,120600,0.000339967
25-29,2010,Female Non-Maori,33.83,23.35,44.31,40,118240,0.000338295
30-34,2010,Female Non-Maori,45.65,33.48,57.83,54,118280,0.000456544
35-39,2010,Female Non-Maori,59.15,46.27,72.03,81,136950,0.000591457
40-44,2010,Female Non-Maori,105.35,88.49,122.21,150,142380,0.001053519
45-49,2010,Female Non-Maori,152.38,132.38,172.39,223,146340,0.001523849
50-54,2010,Female Non-Maori,203.31,179.01,227.61,269,132310,0.002033104
55-59,2010,Female Non-Maori,305.25,273.45,337.05,354,115970,0.003052514
60-64,2010,Female Non-Maori,518.31,475.34,561.28,559,107850,0.005183125
65-69,2010,Female Non-Maori,873.74,810.27,937.21,728,83320,0.008737398
70-74,2010,Female Non-Maori,1433.11,1341.88,1524.34,948,66150,0.014331066
75-79,2010,Female Non-Maori,2456.37,2322.59,2590.16,1295,52720,0.024563733
80+,2010,Female Non-Maori,9157.57,8957.58,9357.56,8055,87960,0.091575716
Total,2011,Female Non-Maori,348.43,342,354.86,14047,1895580,0.007410397
00-04,2011,Female Non-Maori,209.67,182.92,236.42,236,112560,0.00209666
05-09,2011,Female Non-Maori,5.63,1.12,10.13,6,106620,5.63e-05
10-14,2011,Female Non-Maori,8.02,2.78,13.25,9,112260,8.02e-05
15-19,2011,Female Non-Maori,32.97,22.75,43.19,40,121320,0.000329707
20-24,2011,Female Non-Maori,42.2,30.73,53.67,52,123230,0.000421975
25-29,2011,Female Non-Maori,47.37,34.96,59.78,56,118220,0.000473693
30-34,2011,Female Non-Maori,57.42,43.77,71.07,68,118420,0.000574227
35-39,2011,Female Non-Maori,66.75,52.8,80.69,88,131840,0.000667476
40-44,2011,Female Non-Maori,100.27,83.89,116.65,144,143610,0.001002716
45-49,2011,Female Non-Maori,138.73,119.55,157.9,201,144890,0.001387259
50-54,2011,Female Non-Maori,201.15,177.29,225.01,273,135720,0.002011494
55-59,2011,Female Non-Maori,332.07,299.28,364.86,394,118650,0.003320691
60-64,2011,Female Non-Maori,525.03,482.34,567.72,581,110660,0.005250316
65-69,2011,Female Non-Maori,899.23,835.76,962.7,771,85740,0.008992302
70-74,2011,Female Non-Maori,1452.93,1363.5,1542.36,1014,69790,0.014529302
75-79,2011,Female Non-Maori,2601.93,2464.25,2739.62,1372,52730,0.026019344
80+,2011,Female Non-Maori,9792.76,9587.48,9998.05,8742,89270,0.097927635
Total,2012,Female Non-Maori,335.57,329.33,341.82,13829,1903450,0.007265229
00-04,2012,Female Non-Maori,220.92,193.42,248.41,248,112260,0.002209157
05-09,2012,Female Non-Maori,10.28,4.2,16.35,11,107030,0.000102775
10-14,2012,Female Non-Maori,7.2,2.21,12.19,8,111110,7.2e-05
15-19,2012,Female Non-Maori,25.06,16.09,34.02,30,119730,0.000250564
20-24,2012,Female Non-Maori,31.36,21.51,41.2,39,124380,0.000313555
25-29,2012,Female Non-Maori,24.64,15.67,33.61,29,117690,0.00024641
30-34,2012,Female Non-Maori,48.84,36.27,61.41,58,118750,0.000488421
35-39,2012,Female Non-Maori,51.2,38.75,63.65,65,126950,0.000512013
40-44,2012,Female Non-Maori,102.09,85.59,118.59,147,143990,0.001020904
45-49,2012,Female Non-Maori,165.23,144.15,186.31,236,142830,0.001652314
50-54,2012,Female Non-Maori,217.52,192.98,242.05,302,138840,0.002175166
55-59,2012,Female Non-Maori,292.81,262.39,323.23,356,121580,0.002928113
60-64,2012,Female Non-Maori,468.13,427.89,508.37,520,111080,0.004681311
65-69,2012,Female Non-Maori,783.9,726.28,841.52,711,90700,0.00783903
70-74,2012,Female Non-Maori,1370.16,1285.32,1455,1002,73130,0.013701627
75-79,2012,Female Non-Maori,2527.96,2393.41,2662.52,1356,53640,0.025279642
80+,2012,Female Non-Maori,9702.61,9498.85,9906.36,8711,89780,0.097026064
